,#,Tên huyện,Số điểm cháy
0,1,TX. Buôn Hồ,49
1,2,Lắk,2438
2,3,M'Đrắk,2406
3,4,Cư Kuin,53
4,5,Ea Kar,1138
5,6,Cư M'Gar,1808
6,7,Ea Súp,13666
7,8,Krông Bông,4176
8,9,Ea H'Leo,7199
9,10,Buôn Đôn,10606
10,11,Krông Ana,210
11,12,Krông Năng,150
12,13,Buôn Ma Thuột,107
13,14,Krông Búk,51
14,15,Krông Pắc,67
