,#,Tên huyện,Số điểm cháy
0,1,Cao Bằng,5
1,2,Nguyên Bình,31
2,3,Hòa An,19
3,4,Bảo Lâm,99
4,5,Hà Quảng,6
5,6,Hạ Lang,20
6,7,Trà Lĩnh,7
7,8,Quảng Uyên,4
8,9,Thạch An,20
9,10,Bảo Lạc,67
10,11,Thông Nông,10
11,12,Trùng Khánh,5
12,13,Phục Hòa,10
