,#,Tên huyện,Số điểm cháy
0,1,Thuận Châu,130
1,2,Yên Châu,7
2,3,Sông Mã,144
3,4,Quỳnh Nhai,24
4,5,Mường La,75
5,6,Phù Yên,40
6,7,Mai Sơn,39
7,8,Sốp Cộp,424
8,9,Sơn La,8
9,10,Bắc Yên,26
10,11,Vân Hồ,7
11,12,Mộc Châu,4
