,#,Tên huyện,Số điểm cháy
0,1,Bắc Ninh,3
1,2,TX. Từ Sơn,2
2,3,Tiên Du,1
3,4,Quế Võ,2
4,5,Yên Phong,12
5,6,Thuận Thành,3
