,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,52
2,3,3,8
3,4,4,76
4,5,5,143
5,6,6,50
6,7,7,15
7,8,8,7
8,9,9,22
9,10,10,36
10,11,11,36
11,12,12,33
