,#,Tên huyện,Số điểm cháy
0,1,TX. Ngã Năm,696
1,2,Cù Lao Dung,70
2,3,Trần Đề,123
3,4,Mỹ Tú,368
4,5,Sóc Trăng,7
5,6,Mỹ Xuyên,37
6,7,Thạnh Trị,322
7,8,Châu Thành,151
8,9,Kế Sách,126
9,10,TX. Vĩnh Châu,42
10,11,Long Phú,203
