,#,Tháng,Số điểm cháy
0,1,2,46
1,2,3,1
2,3,4,81
3,4,5,100
4,5,6,38
5,6,7,5
6,7,8,11
7,8,9,20
8,9,10,25
9,10,11,5
10,11,12,11
