,#,Tên huyện,Số điểm cháy
0,1,Kim Thành,3
1,2,Hải Dương,10
2,3,Ninh Giang,1
3,4,Nam Sách,5
4,5,Gia Lộc,2
5,6,Cẩm Giàng,22
6,7,Bình Giang,8
7,8,TX. Chí Linh,21
8,9,Kinh Môn,190
9,10,Tứ Kỳ,2
