,#,Tên huyện,Số điểm cháy
0,1,TX. Bến Cát,56
1,2,Dầu Tiếng,46
2,3,TX. Dĩ An,11
3,4,Bắc Tân Uyên,43
4,5,TX. Thuận An,19
5,6,Bàu Bàng,43
6,7,TX. Tân Uyên,28
7,8,Thủ Dầu Một,13
8,9,Phú Giáo,37
