,#,Tên huyện,Số điểm cháy
0,1,Nậm Nhùn,80
1,2,Tam Đường,2
2,3,Phong Thổ,15
3,4,Sìn Hồ,45
4,5,Than Uyên,18
5,6,Mường Tè,218
6,7,Bắc Tân Uyên,19
