,#,Tên huyện,Số điểm cháy
0,1,Thạnh Phú,73
1,2,Bến Tre,14
2,3,Mỏ Cày Bắc,24
3,4,Mỏ Cày Nam,34
4,5,Giồng Trôm,46
5,6,Chợ Lách,37
6,7,Châu Thành,113
7,8,Bình Đại,64
8,9,Ba Tri,56
