,#,Tên huyện,Số điểm cháy
0,1,Đồng Hới,2
1,2,Bố Trạch,70
2,3,Tuyên Hoá,63
3,4,Lệ Thuỷ,98
4,5,Quảng Trạch,77
5,6,Minh Hoá,47
6,7,Quảng Ninh,33
7,8,TX. Ba Đồn,34
