,#,Tên huyện,Số điểm cháy
0,1,Thanh Miện,3
1,2,Hải Dương,1
2,3,Nam Sách,1
3,4,Cẩm Giàng,5
4,5,TX. Chí Linh,5
5,6,Kinh Môn,76
