,#,Tháng,Số điểm cháy
0,1,2,18
1,2,3,9
2,3,4,67
3,4,5,54
4,5,6,33
5,6,7,7
6,7,8,8
7,8,9,14
8,9,10,4
9,10,11,18
10,11,12,14
