,#,Tháng,Số điểm cháy
0,1,1,409
1,2,2,4209
2,3,3,3816
3,4,4,2147
4,5,5,168
5,6,6,29
6,7,7,36
7,8,8,74
8,9,9,42
9,10,10,100
10,11,11,27
11,12,12,55
