,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,45
1,2,Ia Grai,73
2,3,Chư Prông,429
3,4,Krông Pa,38
4,5,Đăk Đoa,17
5,6,Kông Chro,53
6,7,Chư Păh,32
7,8,Plei Ku,1
8,9,TX. An Khê,2
9,10,Mang Yang,16
10,11,Đak Pơ,10
11,12,Ia Pa,7
12,13,Chư Sê,2
13,14,TX. AYun Pa,9
14,15,KBang,26
15,16,Chư Pưh,28
16,17,Phú Thiện,12
