,#,Tháng,Số điểm cháy
0,1,1,195
1,2,2,1319
2,3,3,1255
3,4,4,485
4,5,5,20
5,6,6,168
6,7,7,28
7,8,8,49
8,9,9,62
9,10,10,175
10,11,11,50
11,12,12,131
