,#,Tên huyện,Số điểm cháy
0,1,Thuận Châu,2035
1,2,Yên Châu,677
2,3,Sông Mã,3367
3,4,Quỳnh Nhai,1113
4,5,Mường La,2108
5,6,Phù Yên,519
6,7,Mai Sơn,2192
7,8,Sốp Cộp,5529
8,9,Sơn La,855
9,10,Bắc Yên,1382
10,11,Vân Hồ,273
11,12,Mộc Châu,598
