,#,Tháng,Số điểm cháy
0,1,1,65
1,2,2,1428
2,3,3,1585
3,4,4,526
4,5,5,110
5,6,6,31
6,7,7,21
7,8,8,5
8,9,9,78
9,10,10,70
10,11,11,103
11,12,12,73
