,#,Tên huyện,Số điểm cháy
0,1,Tuy Phước,5
1,2,Phù Cát,13
2,3,An Lão,69
3,4,TX. An Nhơn,10
4,5,Quy Nhơn,25
5,6,Phù Mỹ,21
6,7,Hoài  Ân,108
7,8,Vân Canh,38
8,9,Hoài Nhơn,40
9,10,Tây Sơn,13
10,11,Vĩnh Thạnh,62
