,#,Tên huyện,Số điểm cháy
0,1,Tây Hòa,1
1,2,TX. Sông Cầu,27
2,3,Sơn Hòa,21
3,4,Đồng Xuân,20
4,5,Tuy An,1
5,6,Phú Hòa,4
