,#,Tên huyện,Số điểm cháy
0,1,Kim Bảng,107
1,2,Bình Lục,9
2,3,Thanh Liêm,215
3,4,Duy Tiên,31
4,5,Phủ Lý,40
5,6,Lý Nhân,20
