,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,3
2,3,3,17
3,4,4,98
4,5,5,40
5,6,6,11
6,7,7,30
7,8,8,24
8,9,9,6
9,10,10,1
10,11,11,2
