,#,Tên huyện,Số điểm cháy
0,1,Hương Khê,18
1,2,Thạch Hà,3
2,3,Hương Sơn,15
3,4,Kỳ Anh,10
4,5,Vũ Quang,8
5,6,Cẩm Xuyên,1
6,7,TX. Kỳ Anh,7
