,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,18
1,2,Ba Tơ,82
2,3,Nghĩa Hành,11
3,4,Tây Trà,8
4,5,Sơn Tây,19
5,6,Sơn Tịnh,2
6,7,Bình Sơn,6
7,8,Đức Phổ,16
8,9,Tư Nghĩa,1
9,10,Sơn Hà,35
10,11,Minh Long,12
