,#,Tên huyện,Số điểm cháy
0,1,TX. Ngã Năm,911
1,2,Cù Lao Dung,69
2,3,Trần Đề,324
3,4,Mỹ Tú,630
4,5,Sóc Trăng,39
5,6,Mỹ Xuyên,144
6,7,Thạnh Trị,439
7,8,Châu Thành,190
8,9,Kế Sách,188
9,10,TX. Vĩnh Châu,97
10,11,Long Phú,225
