,#,Tên huyện,Số điểm cháy
0,1,Lắk,49
1,2,M'Đrắk,102
2,3,Ea Kar,32
3,4,Cư M'Gar,11
4,5,Ea Súp,182
5,6,Krông Bông,42
6,7,Ea H'Leo,53
7,8,Buôn Đôn,233
8,9,Krông Ana,5
9,10,Krông Năng,6
