,#,Tháng,Số điểm cháy
0,1,1,33
1,2,2,115
2,3,3,539
3,4,4,1090
4,5,5,83
5,6,6,73
6,7,7,87
7,8,8,217
8,9,9,50
9,10,10,40
10,11,11,10
11,12,12,12
