,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,19
1,2,Bắc Mê,31
2,3,Bắc Quang,35
3,4,Yên Minh,8
4,5,Quang Bình,14
5,6,Mèo Vạc,5
6,7,Hoàng Su Phì,4
7,8,Xín Mần,3
