,#,Tên huyện,Số điểm cháy
0,1,Yên Mô,1
1,2,Nho Quan,3
2,3,Yên Khánh,2
3,4,Ninh Bình,3
4,5,Gia Viễn,16
5,6,TX. Tam Điệp,6
6,7,Hoa Lư,2
