,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,16
2,3,3,28
3,4,4,7
4,5,5,3
5,6,6,4
6,7,7,3
7,8,8,1
8,9,10,4
9,10,11,1
10,11,12,2
