,#,Tên huyện,Số điểm cháy
0,1,Tuy Đức,181
1,2,Cư Jút,28
2,3,Đắk Mil,15
3,4,Đắk Song,30
4,5,Đắk RLấp,3
5,6,Đắk Glong,207
6,7,TX. Gia Nghĩa,7
7,8,KRông Nô,54
