,#,Tên huyện,Số điểm cháy
0,1,Nậm Nhùn,111
1,2,Tam Đường,2
2,3,Phong Thổ,7
3,4,Sìn Hồ,46
4,5,Than Uyên,60
5,6,Mường Tè,144
6,7,Bắc Tân Uyên,24
