,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,27
2,3,3,21
3,4,4,46
4,5,5,10
5,6,6,2
6,7,7,8
7,8,8,3
8,9,9,20
9,10,10,32
10,11,11,14
11,12,12,2
