,#,Tên huyện,Số điểm cháy
0,1,Bình Gia,902
1,2,Tràng Định,1891
2,3,Chi Lăng,152
3,4,Hữu Lũng,171
4,5,Đình Lập,436
5,6,Lộc Bình,105
6,7,Văn Lãng,40
7,8,Văn Quan,30
8,9,Lạng Sơn,1
9,10,Cao Lộc,51
10,11,Bắc Sơn,316
