,#,Tên huyện,Số điểm cháy
0,1,Bá Thước,7
1,2,Hà Trung,1
2,3,Lang Chánh,32
3,4,TX. Bỉm Sơn,27
4,5,Thạch Thành,11
5,6,Triệu Sơn,4
6,7,Cẩm Thủy,14
7,8,Như Xuân,56
8,9,Quan Sơn,12
9,10,Quan Hóa,34
10,11,Tĩnh Gia,77
11,12,Nga Sơn,1
12,13,Nông Cống,5
13,14,Thường Xuân,48
14,15,Như Thanh,36
15,16,Vĩnh Lộc,1
16,17,Mường Lát,105
17,18,Yên Định,1
18,19,Quảng Xương,2
19,20,Ngọc Lặc,6
20,21,Thọ Xuân,6
21,22,Thanh Hóa,7
