,#,Tên huyện,Số điểm cháy
0,1,Vĩnh Tường,12
1,2,Tam Dương,8
2,3,Sông Lô,6
3,4,Vĩnh Yên,19
4,5,Tam Đảo,15
5,6,Bình Xuyên,31
6,7,Lập Thạch,14
7,8,Yên Lạc,4
8,9,TX. Phúc Yên,80
