,#,Tên huyện,Số điểm cháy
0,1,Lắk,95
1,2,M'Đrắk,145
2,3,Cư Kuin,1
3,4,Ea Kar,19
4,5,Cư M'Gar,3
5,6,Ea Súp,267
6,7,Krông Bông,59
7,8,Ea H'Leo,72
8,9,Buôn Đôn,243
9,10,Krông Ana,12
10,11,Krông Năng,1
11,12,Buôn Ma Thuột,1
12,13,Krông Pắc,11
