,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,198
1,2,Tuy Phước,162
2,3,An Lão,487
3,4,TX. An Nhơn,82
4,5,Quy Nhơn,123
5,6,Phù Mỹ,171
6,7,Hoài  Ân,388
7,8,Vân Canh,340
8,9,Hoài Nhơn,161
9,10,Tây Sơn,129
10,11,Vĩnh Thạnh,312
