,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,18
2,3,3,2
3,4,4,23
4,5,5,43
5,6,6,6
6,7,7,31
7,8,8,10
8,9,9,4
9,10,10,8
10,11,11,2
11,12,12,32
