,#,Tên huyện,Số điểm cháy
0,1,Lắk,37
1,2,M'Đrắk,78
2,3,Ea Kar,15
3,4,Cư M'Gar,17
4,5,Ea Súp,320
5,6,Krông Bông,44
6,7,Ea H'Leo,103
7,8,Buôn Đôn,283
8,9,Krông Ana,5
9,10,Krông Năng,1
10,11,Krông Pắc,1
