,#,Tên huyện,Số điểm cháy
0,1,Trà Bồng,146
1,2,Ba Tơ,468
2,3,Nghĩa Hành,58
3,4,Mộ Đức,8
4,5,Tây Trà,103
5,6,Sơn Tây,149
6,7,Sơn Tịnh,10
7,8,Bình Sơn,184
8,9,Đức Phổ,53
9,10,Quảng Ngãi,1
10,11,Tư Nghĩa,20
11,12,Sơn Hà,295
12,13,Minh Long,96
