,#,Tháng,Số điểm cháy
0,1,1,20
1,2,2,699
2,3,3,2290
3,4,4,3565
4,5,5,965
5,6,6,227
6,7,7,177
7,8,8,213
8,9,9,530
9,10,10,230
10,11,11,151
11,12,12,22
