,#,Tên huyện,Số điểm cháy
0,1,Nguyên Bình,4
1,2,Hòa An,8
2,3,Bảo Lâm,33
3,4,Hạ Lang,2
4,5,Thạch An,10
5,6,Bảo Lạc,15
6,7,Thông Nông,1
