,#,Tháng,Số điểm cháy
0,1,1,7
1,2,2,644
2,3,3,505
3,4,4,813
4,5,5,29
5,6,6,11
6,7,7,2
7,8,8,5
8,9,9,24
9,10,10,20
10,11,11,26
11,12,12,3
