,#,Tháng,Số điểm cháy
0,1,1,27
1,2,2,176
2,3,3,492
3,4,4,734
4,5,5,32
5,6,6,105
6,7,7,5
7,8,8,10
8,9,9,5
9,10,10,12
10,11,11,15
11,12,12,60
