,#,Tên huyện,Số điểm cháy
0,1,Hiệp Hòa,5
1,2,Lục Nam,102
2,3,Lục Ngạn,158
3,4,Cấm Sơn,158
4,5,Sơn Động,363
5,6,Tân Yên,4
6,7,Bắc Giang,2
7,8,Yên Dũng,31
8,9,Lạng Giang,15
9,10,Việt Yên,14
10,11,Yên Thế,60
