,#,Tên huyện,Số điểm cháy
0,1,Bắc Ninh,24
1,2,TX. Từ Sơn,10
2,3,Lương Tài,4
3,4,Gia Bình,7
4,5,Tiên Du,47
5,6,Quế Võ,23
6,7,Yên Phong,87
7,8,Thuận Thành,9
