,#,Tên huyện,Số điểm cháy
0,1,Kiến Xương,1
1,2,Quỳnh Phụ,13
2,3,Thái Thụy,4
3,4,Tiền Hải,20
4,5,Vũ Thư,3
5,6,Thái Bình,12
