,#,Tháng,Số điểm cháy
0,1,1,3
1,2,2,23
2,3,3,96
3,4,4,96
4,5,5,216
5,6,6,97
6,7,7,23
7,8,8,39
8,9,9,16
9,10,10,25
10,11,11,1
11,12,12,1
