,#,Tháng,Số điểm cháy
0,1,1,65
1,2,2,338
2,3,3,504
3,4,4,1374
4,5,5,140
5,6,6,69
6,7,7,106
7,8,8,53
8,9,9,244
9,10,10,84
10,11,11,141
11,12,12,53
