,#,Tháng,Số điểm cháy
0,1,2,11
1,2,3,58
2,3,4,48
3,4,5,11
4,5,6,17
5,6,7,11
6,7,8,19
7,8,9,33
8,9,10,44
9,10,11,11
10,11,12,7
