,#,Tên huyện,Số điểm cháy
0,1,Trảng Bom,28
1,2,TX. Long Khánh,15
2,3,Cẩm Mỹ,67
3,4,Định Quán,45
4,5,Tân Phú,38
5,6,Nhơn Trạch,62
6,7,Xuân Lộc,133
7,8,Vĩnh Cửu,62
8,9,Biên Hòa,23
9,10,Long Thành,92
10,11,Thống Nhất,14
