,#,Tên huyện,Số điểm cháy
0,1,Lâm Bình,2
1,2,Chiêm Hóa,21
2,3,Hàm Yên,16
3,4,Yên Sơn,25
4,5,Na Hang,3
5,6,Sơn Dương,5
