,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,93
2,3,3,249
3,4,4,722
4,5,5,47
5,6,6,9
6,7,7,3
7,8,8,5
8,9,9,22
9,10,10,45
10,11,11,32
11,12,12,5
