,#,Tên huyện,Số điểm cháy
0,1,Tam Đường,210
1,2,Phong Thổ,1040
2,3,Sìn Hồ,4826
3,4,Than Uyên,955
4,5,Mường Tè,12192
5,6,Lai Châu,40
6,7,Bắc Tân Uyên,805
7,8,Nậm Nhùn,2618
