,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,701
1,2,Tương Dương,809
2,3,Nghĩa Đàn,226
3,4,Tân Kỳ,243
4,5,Đô Lương,244
5,6,Nghi Lộc,58
6,7,Quế Phong,658
7,8,Kỳ Sơn,1812
8,9,TX. Hoàng Mai,204
9,10,TX. Thái Hòa,26
10,11,Anh Sơn,264
11,12,Quỳnh Lưu,113
12,13,TX. Cửa Lò,10
13,14,Nam Đàn,91
14,15,Con Cuông,286
15,16,Quỳ Hợp,270
16,17,Hưng Nguyên,10
17,18,Diễn Châu,65
18,19,Vinh,11
19,20,Thanh Chương,410
20,21,Yên Thành,447
