,#,Tên huyện,Số điểm cháy
0,1,Tây Ninh,29
1,2,Dương Minh Châu,305
2,3,Bến Cầu,392
3,4,Tân Biên,480
4,5,Tân Châu,804
5,6,Gò Dầu,609
6,7,Hòa Thành,54
7,8,Trảng Bàng,524
8,9,Châu Thành,315
