,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,27
1,2,Phan Thiết,2
2,3,Bắc Bình,25
3,4,Hàm Thuận Bắc,10
4,5,Hàm Thuận Nam,14
5,6,Tánh Linh,18
6,7,Tuy Phong,4
7,8,TX. La Gi,3
8,9,Đức Linh,1
