,#,Tên huyện,Số điểm cháy
0,1,Phú Ninh,14
1,2,Thăng Bình,1
2,3,Nam Giang,24
3,4,Bắc Trà My,186
4,5,Đông Giang,114
5,6,Nông Sơn,22
6,7,Đại Lộc,34
7,8,Tiên Phước,68
8,9,Nam Trà My,75
9,10,Duy Xuyên,6
10,11,Tây Giang,69
11,12,Quế Sơn,12
12,13,Núi Thành,93
13,14,Phước Sơn,69
14,15,Hiệp Đức,90
