,#,Tên huyện,Số điểm cháy
0,1,Phổ Yên,63
1,2,Phú Lương,46
2,3,Thái Nguyên,47
3,4,Sông Công,12
4,5,Võ Nhai,396
5,6,Đại Từ,79
6,7,Định Hóa,226
7,8,Đồng Hỷ,96
8,9,Phú Bình,15
