,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,165
2,3,3,484
3,4,4,217
4,5,5,52
5,6,6,7
6,7,7,3
7,8,9,25
8,9,10,25
9,10,11,48
10,11,12,89
