,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,2
1,2,Bắc Mê,15
2,3,Bắc Quang,8
3,4,Yên Minh,5
4,5,Quang Bình,1
5,6,Hoàng Su Phì,1
6,7,Xín Mần,2
