,#,Tên huyện,Số điểm cháy
0,1,Lắk,240
1,2,M'Đrắk,412
2,3,Cư Kuin,5
3,4,Ea Kar,70
4,5,Cư M'Gar,247
5,6,Ea Súp,2502
6,7,Krông Bông,391
7,8,Ea H'Leo,742
8,9,Buôn Đôn,2227
9,10,Krông Ana,13
10,11,Krông Năng,10
11,12,Buôn Ma Thuột,10
12,13,Krông Búk,10
13,14,Krông Pắc,14
